EVENT_ID;TICKET_ID;SECTOR_ID;SEAT_ID;sector_left;sector_righ
107;2238689;307;131935;308;306
107;2238688;307;131936;308;306
107;2238705;307;131937;308;306
107;2238522;307;131938;308;306
107;2236486;307;131939;308;306
107;2238521;307;131940;308;306
107;2238678;307;131941;308;306
107;2235637;307;131942;308;306
107;2238251;307;131943;308;306
107;2235636;307;131944;308;306
107;2236917;307;131945;308;306
107;2236485;307;131946;308;306
107;2238501;307;131947;308;306
107;2238241;307;131948;308;306
107;2236916;307;131949;308;306
107;2237314;307;131950;308;306
107;2238212;307;131951;308;306
107;2238211;307;131952;308;306
107;2236109;307;131953;308;306
107;2236915;307;131954;308;306
107;2238240;307;131955;308;306
107;2238500;307;131956;308;306
107;2236484;307;131957;308;306
107;2238677;307;131958;308;306
107;2236136;307;131959;308;306
107;2237677;307;131960;308;306
107;2236135;307;131961;308;306
107;2238704;307;131962;308;306
107;2236677;307;131963;308;306
107;2236483;307;131964;308;306
107;2236676;307;131965;308;306
107;2237468;307;131966;308;306
107;2236108;307;131967;308;306
107;2236107;307;131968;308;306
107;2238210;307;131969;308;306
107;2236675;307;131970;308;306
107;2236482;307;131971;308;306
107;2236674;307;131972;308;306
107;2238239;307;131973;308;306
107;2238140;307;131974;308;306
107;2237701;307;131975;308;306
107;2236134;307;131976;308;306
107;2237676;307;131977;308;306
107;2235635;307;131978;308;306
107;2236914;307;131979;308;306
107;2236889;307;131980;308;306
107;2237441;307;131981;308;306
107;2235665;307;131982;308;306
107;2237467;307;131983;308;306
107;2237466;307;131984;308;306
107;2237313;307;131985;308;306
107;2237312;307;131986;308;306
107;2236888;307;131987;308;306
107;2236913;307;131988;308;306
107;2235664;307;131989;308;306
107;2237440;307;131990;308;306
107;2235634;307;131991;308;306
107;2237700;307;131992;308;306
107;2235633;307;131993;308;306
107;2237675;307;131994;308;306
107;2236133;307;131995;308;306
107;2235663;307;131996;308;306
107;2238139;307;131997;308;306
107;2238238;307;131998;308;306
107;2236673;307;131999;308;306
107;2237311;307;132000;308;306
107;2237465;307;132001;308;306
107;2238209;307;132002;308;306
107;2236106;307;132003;308;306
107;2238138;307;132004;308;306
107;2236887;307;132005;308;306
107;2236672;307;132006;308;306
107;2236481;307;132007;308;306
107;2235218;307;132008;308;306
107;2237699;307;132009;308;306
107;2236132;307;132010;308;306
107;2237674;307;132011;308;306
107;2238237;307;132012;308;306
107;2236912;307;132013;308;306
107;2236480;307;132014;308;306
107;2237439;307;132015;308;306
107;2238162;307;132016;308;306
107;2236105;307;132017;308;306
107;2236104;307;132018;308;306
107;2238161;307;132019;308;306
107;2238160;307;132020;308;306
107;2236479;307;132021;308;306
107;2236911;307;132022;308;306
107;2238236;307;132023;308;306
107;2237438;307;132024;308;306
107;2236131;307;132025;308;306
107;2237698;307;132026;308;306
107;2235217;307;132027;308;306
107;2237673;307;132028;308;306
107;2236671;307;132029;308;306
107;2236886;307;132030;308;306
107;2238137;307;132031;308;306
107;2235662;307;132032;308;306
107;2238159;307;132033;308;306
107;2237464;307;132034;308;306
107;2237310;307;132035;308;306
107;2237309;307;132036;308;306
107;2238235;307;132037;308;306
107;2238136;307;132038;308;306
107;2235661;307;132039;308;306
107;2238135;307;132040;308;306
107;2238234;307;132041;308;306
107;2235216;307;132042;308;306
107;2237697;307;132043;308;306
107;2235215;307;132044;308;306
107;2237672;307;132045;308;306
107;2235660;307;132046;308;306
107;2236910;307;132047;308;306
107;2236885;307;132048;308;306
107;2237437;307;132049;308;306
107;2237308;307;132050;308;306
107;2237463;307;132051;308;306
107;2237462;307;132052;308;306
107;2236103;307;132053;308;306
107;2237436;307;132054;308;306
107;2236884;307;132055;308;306
107;2236909;307;132056;308;306
107;2236478;307;132057;308;306
107;2237671;307;132058;308;306
107;2236130;307;132059;308;306
107;2237696;307;132060;308;306
107;2236129;307;132061;308;306
107;2238233;307;132062;308;306
107;2236670;307;132063;308;306
107;2236477;307;132064;308;306
107;2236669;307;132065;308;306
107;2238232;307;132066;308;306
107;2236102;307;132067;308;306
107;2236101;307;132068;308;306
107;2237461;307;132069;308;306
107;2238158;307;132070;308;306
107;2236476;307;132071;308;306
107;2236668;307;132072;308;306
107;2236883;307;132073;308;306
107;2238134;307;132074;308;306
107;2237670;307;132075;308;306
107;2236128;307;132076;308;306
107;2237695;307;132077;308;306
107;2235214;307;132078;308;306
107;2237435;307;132079;308;306
