EVENT_ID;TICKET_ID;SECTOR_ID;SEAT_ID;sector_left;sector_righ
105;2005258;336;145937;337;335
105;2005466;336;145938;337;335
105;2007271;336;145939;337;335
105;2007270;336;145940;337;335
105;2005486;336;145941;337;335
105;2005257;336;145942;337;335
105;2005271;336;145943;337;335
105;2005256;336;145944;337;335
105;2005242;336;145945;337;335
105;2011891;336;145946;337;335
105;2006776;336;145947;337;335
105;2011890;336;145948;337;335
105;2007030;336;145949;337;335
105;2005272;336;145950;337;335
105;2005500;336;145951;337;335
105;2007048;336;145952;337;335
105;2007262;336;145953;337;335
105;2006793;336;145954;337;335
105;2005488;336;145955;337;335
105;2005487;336;145956;337;335
105;2007249;336;145957;337;335
105;2007248;336;145958;337;335
105;2007241;336;145959;337;335
105;2005503;336;145960;337;335
105;2007012;336;145961;337;335
105;2007263;336;145962;337;335
105;2006762;336;145963;337;335
105;2006778;336;145964;337;335
105;2006761;336;145965;337;335
105;2007032;336;145966;337;335
105;2013027;336;145967;337;335
105;2007011;336;145968;337;335
105;2013026;336;145969;337;335
105;2005246;336;145970;337;335
105;2007247;336;145971;337;335
105;2007246;336;145972;337;335
105;2005491;336;145973;337;335
105;2005473;336;145974;337;335
105;2007274;336;145975;337;335
105;2013025;336;145976;337;335
105;2008846;336;145977;337;335
105;2005259;336;145978;337;335
105;2005274;336;145979;337;335
105;2006760;336;145980;337;335
105;2006777;336;145981;337;335
105;2011893;336;145982;337;335
105;2007031;336;145983;337;335
105;2005245;336;145984;337;335
105;2005502;336;145985;337;335
105;2005273;336;145986;337;335
105;2009682;336;145987;337;335
105;2005472;336;145988;337;335
105;2007273;336;145989;337;335
105;2007272;336;145990;337;335
105;2005471;336;145991;337;335
105;2011024;336;145992;337;335
105;2011048;336;145993;337;335
105;2005501;336;145994;337;335
105;2005243;336;145995;337;335
105;2009180;336;145996;337;335
105;2009159;336;145997;337;335
105;2013029;336;145998;337;335
105;2009656;336;145999;337;335
105;2009179;336;146000;337;335
105;2013005;336;146001;337;335
105;2008850;336;146002;337;335
105;2009144;336;146003;337;335
105;2009667;336;146004;337;335
105;2011868;336;146005;337;335
105;2011435;336;146006;337;335
105;2011473;336;146007;337;335
105;2011472;336;146008;337;335
105;2011456;336;146009;337;335
105;2009143;336;146010;337;335
105;2009666;336;146011;337;335
105;2009142;336;146012;337;335
105;2009641;336;146013;337;335
105;2009652;336;146014;337;335
105;2013030;336;146015;337;335
105;2009651;336;146016;337;335
105;2009685;336;146017;337;335
105;2009665;336;146018;337;335
105;2011039;336;146019;337;335
105;2008851;336;146020;337;335
105;2009684;336;146021;337;335
105;2011471;336;146022;337;335
105;2011066;336;146023;337;335
105;2011065;336;146024;337;335
105;2011455;336;146025;337;335
105;2009683;336;146026;337;335
105;2008853;336;146027;337;335
105;2011038;336;146028;337;335
105;2011049;336;146029;337;335
105;2009643;336;146030;337;335
105;2009162;336;146031;337;335
105;2013032;336;146032;337;335
105;2009161;336;146033;337;335
105;2011853;336;146034;337;335
105;2013010;336;146035;337;335
105;2011050;336;146036;337;335
105;2013009;336;146037;337;335
105;2011870;336;146038;337;335
105;2011454;336;146039;337;335
105;2011453;336;146040;337;335
105;2011064;336;146041;337;335
105;2013008;336;146042;337;335
105;2011059;336;146043;337;335
105;2013007;336;146044;337;335
105;2008852;336;146045;337;335
105;2009145;336;146046;337;335
105;2009642;336;146047;337;335
105;2009160;336;146048;337;335
105;2013031;336;146049;337;335
105;2009650;336;146050;337;335
105;2011021;336;146051;337;335
105;2011855;336;146052;337;335
105;2011035;336;146053;337;335
105;2009670;336;146054;337;335
105;2011872;336;146055;337;335
105;2011871;336;146056;337;335
105;2011470;336;146057;337;335
105;2011469;336;146058;337;335
105;2011854;336;146059;337;335
105;2009686;336;146060;337;335
105;2009671;336;146061;337;335
105;2011034;336;146062;337;335
105;2009655;336;146063;337;335
105;2009644;336;146064;337;335
105;2009654;336;146065;337;335
105;2013004;336;146066;337;335
105;2009148;336;146067;337;335
105;2009672;336;146068;337;335
105;2009147;336;146069;337;335
105;2008854;336;146070;337;335
105;2013006;336;146071;337;335
105;2011474;336;146072;337;335
105;2011849;336;146073;337;335
105;2011436;336;146074;337;335
105;2011457;336;146075;337;335
105;2009146;336;146076;337;335
105;2011856;336;146077;337;335
105;2013012;336;146078;337;335
105;2011053;336;146079;337;335
105;2009653;336;146080;337;335
105;2009175;336;146081;337;335
105;2009164;336;146082;337;335
105;2013034;336;146083;337;335
105;2008857;336;146084;337;335
105;2011023;336;146085;337;335
105;2011052;336;146086;337;335
105;2011037;336;146087;337;335
105;2011440;336;146088;337;335
105;2011460;336;146089;337;335
105;2011459;336;146090;337;335
105;2011439;336;146091;337;335
105;2011438;336;146092;337;335
105;2011051;336;146093;337;335
105;2011022;336;146094;337;335
105;2008856;336;146095;337;335
105;2011036;336;146096;337;335
105;2009163;336;146097;337;335
105;2009176;336;146098;337;335
105;2009657;336;146099;337;335
105;2013033;336;146100;337;335
105;2013011;336;146101;337;335
105;2011863;336;146102;337;335
105;2009151;336;146103;337;335
105;2009673;336;146104;337;335
105;2011437;336;146105;337;335
105;2011852;336;146106;337;335
105;2011468;336;146107;337;335
105;2011467;336;146108;337;335
105;2008855;336;146109;337;335
105;2009150;336;146110;337;335
105;2009675;336;146111;337;335
105;2009149;336;146112;337;335
105;2013037;336;146113;337;335
105;2009669;336;146114;337;335
105;2009177;336;146115;337;335
105;2009668;336;146116;337;335
105;2013036;336;146117;337;335
105;2009674;336;146118;337;335
105;2011026;336;146119;337;335
105;2011865;336;146120;337;335
105;2011041;336;146121;337;335
105;2011466;336;146122;337;335
105;2011851;336;146123;337;335
105;2011850;336;146124;337;335
105;2011458;336;146125;337;335
105;2011040;336;146126;337;335
105;2011864;336;146127;337;335
105;2011025;336;146128;337;335
105;2011060;336;146129;337;335
105;2013035;336;146130;337;335
105;2008849;336;146131;337;335
105;2009178;336;146132;337;335
105;2008848;336;146133;337;335
105;2008847;336;146134;337;335
105;2013013;336;146135;337;335
105;2011058;336;146136;337;335
105;2013017;336;146137;337;335
105;2011448;336;146138;337;335
105;2011465;336;146139;337;335
105;2011464;336;146140;337;335
105;2011878;336;146141;337;335
105;2011447;336;146142;337;335
105;2011057;336;146143;337;335
105;2013016;336;146144;337;335
105;2011862;336;146145;337;335
105;2009154;336;146146;337;335
105;2013039;336;146147;337;335
105;2009168;336;146148;337;335
105;2009174;336;146149;337;335
105;2009661;336;146150;337;335
105;2011047;336;146151;337;335
105;2009136;336;146152;337;335
105;2011028;336;146153;337;335
105;2009678;336;146154;337;335
105;2011446;336;146155;337;335
105;2011445;336;146156;337;335
105;2011477;336;146157;337;335
105;2011476;336;146158;337;335
105;2009135;336;146159;337;335
105;2011046;336;146160;337;335
105;2009677;336;146161;337;335
105;2011027;336;146162;337;335
105;2008858;336;146163;337;335
105;2013038;336;146164;337;335
105;2009660;336;146165;337;335
105;2009173;336;146166;337;335
105;2009167;336;146167;337;335
105;2009676;336;146168;337;335
105;2009153;336;146169;337;335
105;2011861;336;146170;337;335
