361;15;8000
387;16;8000
318;15;8000
277;16;8000
292;16;8000
296;15;8000
381;16;8000
290;16;8000
277;16;8000
382;16;8000
350;16;8000
356;16;8000
337;15;8000
284;18;8000
366;16;8000
285;14;8000
363;16;8000
343;15;8000
380;16;8000
304;17;8000
293;16;8000
283;18;8000
340;15;8000
343;15;8000
352;16;8000
284;18;8000
384;16;8000
277;16;8000
305;17;8000
311;15;8000
366;16;8000
305;17;8000
291;16;8000
337;15;8000
305;17;8000
348;15;8000
357;16;8000
372;16;8000
289;16;8000
353;16;8000
354;16;8000
283;18;8000
294;15;8000
359;16;8000
312;15;8000
334;15;8000
301;17;8000
377;16;8000
388;16;8000
282;18;8000
352;16;8000
335;15;8000
378;16;8000
304;17;8000
300;17;8000
285;14;8000
303;17;8000
385;16;8000
323;15;8000
383;16;8000
313;15;8000
277;16;8000
332;15;8000
278;16;8000
284;18;8000
299;17;8000
276;16;8000
311;15;8000
341;15;8000
382;16;8000
335;15;8000
312;15;8000
365;16;8000
363;16;8000
320;15;8000
326;15;8000
327;15;8000
295;15;8000
298;17;8000
285;14;8000
285;14;8000
379;16;8000
313;15;8000
307;16;8000
353;16;8000
338;15;8000
390;16;8000
283;18;8000
304;17;8000
355;16;8000
311;15;8000
365;16;8000
381;16;8000
356;16;8000
361;15;8000
313;15;8000
351;16;8000
355;16;8000
341;15;8000
334;15;8000
371;16;8000
347;15;8000
359;16;8000
307;16;8000
282;18;8000
323;15;8000
388;16;8000
383;16;8000
305;17;8000
360;16;8000
324;15;8000
353;16;8000
288;16;8000
355;16;8000
274;16;8000
307;16;8000
380;16;8000
313;15;8000
304;17;8000
368;16;8000
283;18;8000
351;16;8000
278;16;8000
304;17;8000
380;16;8000
340;15;8000
288;16;8000
303;17;8000
377;16;8000
302;17;8000
293;16;8000
303;17;8000
370;16;8000
301;17;8000
288;16;8000
283;18;8000
340;15;8000
344;15;8000
366;16;8000
335;15;8000
294;15;8000
310;16;8000
322;15;8000
315;15;8000
332;15;8000
287;16;8000
322;15;8000
306;17;8000
279;16;8000
332;15;8000
349;15;8000
313;15;8000
359;16;8000
288;16;8000
289;16;8000
303;17;8000
312;15;8000
370;16;8000
355;16;8000
353;16;8000
382;16;8000
369;16;8000
357;16;8000
377;16;8000
293;16;8000
274;16;8000
311;15;8000
290;16;8000
316;15;8000
364;16;8000
362;16;8000
294;15;8000
281;16;8000
297;15;8000
342;15;8000
357;16;8000
307;16;8000
361;15;8000
277;16;8000
