125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
125;10;1000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
126;8;3000
