EVENT_ID;TICKET_ID;SECTOR_ID;SEAT_ID
80;1147810;349;152152
80;1147809;349;152153
80;1123017;349;152154
80;1147808;349;152155
80;1147807;349;152156
80;1129843;349;152157
80;1147806;349;152158
80;1147805;349;152159
80;1129842;349;152160
80;1147804;349;152161
80;1147803;349;152162
80;1147802;349;152163
80;1147801;349;152164
80;1147800;349;152165
80;1147799;349;152166
80;1147798;349;152167
80;1123016;349;152168
80;1147797;349;152169
80;1147796;349;152170
80;1123015;349;152171
80;1147795;349;152172
80;1147794;349;152173
80;1123014;349;152174
80;1147793;349;152175
80;1147792;349;152176
80;1129841;349;152177
80;1147791;349;152178
80;1147790;349;152179
80;1129840;349;152180
80;1147789;349;152181
80;1147788;349;152182
80;1147787;349;152183
80;1147786;349;152184
80;1147785;349;152185
80;1147784;349;152186
80;1147783;349;152187
80;1147782;349;152188
80;1147781;349;152189
80;1147780;349;152190
80;1123013;349;152191
80;1147779;349;152192
80;1147778;349;152193
80;1123012;349;152194
80;1147777;349;152195
80;1147776;349;152196
80;1129839;349;152197
80;1147775;349;152198
80;1147774;349;152199
80;1129838;349;152200
80;1147773;349;152201
80;1147772;349;152202
80;1129837;349;152203
80;1147771;349;152204
80;1147770;349;152205
80;1147769;349;152206
80;1147768;349;152207
80;1147767;349;152208
80;1147766;349;152209
80;1147765;349;152210
80;1123011;349;152211
80;1147764;349;152212
80;1147763;349;152213
80;1123010;349;152214
80;1147762;349;152215
80;1147761;349;152216
80;1129836;349;152217
80;1147760;349;152218
80;1147759;349;152219
80;1129835;349;152220
80;1147758;349;152221
80;1147757;349;152222
80;1129834;349;152223
80;1147756;349;152224
80;1147755;349;152225
80;1147754;349;152226
80;1147753;349;152227
80;1147752;349;152228
80;1147751;349;152229
80;1147750;349;152230
80;1123009;349;152231
80;1147749;349;152232
80;1147748;349;152233
80;1123008;349;152234
80;1147747;349;152235
80;1147746;349;152236
80;1123007;349;152237
80;1147745;349;152238
80;1147744;349;152239
80;1129833;349;152240
80;1147743;349;152241
80;1147742;349;152242
80;1129832;349;152243
80;1147741;349;152244
80;1147740;349;152245
80;1147739;349;152246
80;1147738;349;152247
80;1147737;349;152248
80;1147736;349;152249
80;1147735;349;152250
80;1123006;349;152251
80;1147734;349;152252
80;1147733;349;152253
80;1123005;349;152254
80;1147732;349;152255
80;1147731;349;152256
80;1123004;349;152257
80;1147730;349;152258
80;1147729;349;152259
80;1129831;349;152260
80;1147728;349;152261
80;1147727;349;152262
80;1129830;349;152263
80;1147726;349;152264
80;1147725;349;152265
80;1129829;349;152266
80;1147724;349;152267
80;1147723;349;152268
80;1147722;349;152269
80;1147721;349;152270
80;1147720;349;152271
80;1147719;349;152272
80;1147718;349;152273
80;1123003;349;152274
80;1147717;349;152275
80;1147716;349;152276
80;1123002;349;152277
80;1147715;349;152278
80;1147714;349;152279
80;1129828;349;152280
80;1147713;349;152281
80;1147712;349;152282
80;1129827;349;152283
80;1147711;349;152284
80;1147710;349;152285
80;1129826;349;152286
80;1147709;349;152287
80;1147708;349;152288
80;1147707;349;152289
80;1147706;349;152290
80;1147705;349;152291
80;1147704;349;152292
80;1147703;349;152293
80;1123001;349;152294
80;1147702;349;152295
80;1147701;349;152296
80;1123000;349;152297
80;1147700;349;152298
80;1147699;349;152299
80;1129825;349;152300
80;1147698;349;152301
80;1147697;349;152302
80;1129824;349;152303
80;1147696;349;152304
80;1147695;349;152305
80;1129823;349;152306
80;1147694;349;152307
80;1147693;349;152308
80;1147692;349;152309
80;1147691;349;152310
80;1147690;349;152311
80;1147689;349;152312
80;1147688;349;152313
80;1122999;349;152314
80;1147687;349;152315
80;1147686;349;152316
80;1122998;349;152317
80;1147685;349;152318
80;1147684;349;152319
80;1122997;349;152320
80;1147683;349;152321
80;1147682;349;152322
80;1129822;349;152323
80;1147681;349;152324
80;1147680;349;152325
80;1129821;349;152326
80;1147679;349;152327
80;1147678;349;152328
80;1147677;349;152329
80;1147676;349;152330
80;1147675;349;152331
80;1147674;349;152332
80;1147673;349;152333
80;1122996;349;152334
80;1147672;349;152335
80;1147671;349;152336
80;1122995;349;152337
80;1147670;349;152338
80;1147669;349;152339
80;1122994;349;152340
80;1147668;349;152341
80;1147667;349;152342
80;1129820;349;152343
80;1147666;349;152344
80;1147665;349;152345
80;1129819;349;152346
80;1147664;349;152347
80;1147663;349;152348
80;1129818;349;152349
80;1147662;349;152350
80;1147661;349;152351
80;1147660;349;152352
80;1147659;349;152353
80;1147658;349;152354
80;1147657;349;152355
80;1147656;349;152356
80;1122993;349;152357
80;1147655;349;152358
80;1147654;349;152359
80;1122992;349;152360
80;1147653;349;152361
80;1147652;349;152362
80;1129817;349;152363
80;1147651;349;152364
80;1147650;349;152365
80;1129816;349;152366
80;1147649;349;152367
80;1147648;349;152368
80;1129815;349;152369
80;1147647;349;152370
80;1147646;349;152371
80;1147645;349;152372
80;1147644;349;152373
80;1147643;349;152374
80;1147642;349;152375
80;1147641;349;152376
80;1122991;349;152377
80;1147640;349;152378
80;1147639;349;152379
80;1122990;349;152383
80;1147638;349;152384
80;1147637;349;152385
80;1129814;349;152386
80;1147636;349;152387
80;1147635;349;152388
80;1129813;349;152389
80;1147634;349;152390
80;1147633;349;152391
80;1147632;349;152392
80;1147631;349;152393
80;1147630;349;152394
80;1147629;349;152395
80;1147628;349;152396
80;1122989;349;152397
80;1147627;349;152401
80;1147626;349;152402
80;1122988;349;152403
80;1147625;349;152404
80;1147624;349;152405
80;1129812;349;152406
80;1147623;349;152407
80;1147622;349;152408
80;1147621;349;152416
80;1122987;349;152417
80;1147620;349;152418
80;1147619;349;152419
80;1122986;349;152420
80;1147618;349;152421
80;1147617;349;152422
80;1122985;349;152423
80;1147616;350;152424
80;1147615;350;152425
80;1128894;350;152426
80;1147614;350;152427
80;1147613;350;152428
